tenure,MonthlyCharges,TotalCharges
38,87.69256236722126,3389.448447200626
1,55.20686070071542,55.20686070071542
3,84.87496123396839,236.63746769497365
2,79.74686766471079,159.75082155239116
25,96.02893347317591,2502.285871167412
60,94.14016190113587,5687.220133953403
8,100.56684827493959,843.408388683386
5,38.087875272181456,223.24821799354677
1,70.37701833679286,70.37701833679286
7,72.85986290689192,548.6006549041474
1,70.74578247771183,70.74578247771183
14,78.71801498313563,1102.159313355819
57,99.12792503431014,5797.633884984259
27,78.385274528867,2088.793432529593
1,78.44883602970373,78.44883602970373
21,73.6785906788214,1564.794689779627
2,58.76917998233086,115.96330085072485
2,45.85268052528644,80.99128829281909
5,89.92962866363646,458.3211890095338
6,80.66500116097995,503.57689700647927
23,89.81074420815632,1944.1906520973487
54,102.5746887880383,5613.416050550892
1,70.15512246773578,70.15512246773578
2,92.63245729110602,240.95025248388623
19,95.70622682641456,1777.8471527708405
3,94.67660011325903,331.286345538004
5,98.07475657198395,538.7588778337357
1,45.6155210563714,45.6155210563714
6,98.22318609799045,562.4367522876543
28,103.40900656548949,2975.590454889914
32,95.61434315096491,3128.613490544698
16,93.14328604272644,1482.6780427867873
7,78.1513018371267,524.5703168651168
1,20.212804291519916,20.212804291519916
1,75.5789278433744,75.5789278433744
28,88.39157887858951,2519.9357078995677
15,84.94392093274563,1349.1005455404354
17,90.99449472139236,1613.5883187243967
56,95.96035292793415,5474.997474316908
4,78.62987938439814,333.58662243659194
2,92.66470236556601,193.6903358832547
45,86.34492407968591,4063.944097279598
66,101.44225950211161,6610.895095675582
10,74.51393129206184,804.4303913357476
1,45.10860658123389,45.10860658123389
24,33.785703877953765,797.776099035706
1,19.48732763394152,19.48732763394152
15,86.04834433938854,1269.871412735342
1,44.124438550477194,44.124438550477194
2,19.45221332599881,29.010328854661104
26,87.31492099061524,2113.1877480184726
4,81.7265246655662,371.6977976753662
12,91.41784173732644,1162.1619090116876
1,79.8956506283134,79.8956506283134
1,45.176482006130634,45.176482006130634
3,70.31158691994804,268.42671298219756
52,95.99377837807138,4992.071003670136
33,67.97786577032582,2171.440864115927
1,75.94599437223582,75.94599437223582
14,81.26402988241118,1134.652381880967
1,74.4722100612719,74.4722100612719
1,79.70812294721148,79.70812294721148
28,94.53003918293834,2648.054607026959
1,45.11753486019901,45.11753486019901
49,98.03840148833454,4816.7296661775745
32,93.9297351736528,3054.653734296674
28,95.28199616265034,2754.938291223056
2,92.38567491051347,181.68958499942266
10,99.44743882088787,1059.129764619396
11,95.57419017694815,1056.9709271314207
18,93.57827799144992,1779.0114897359017
1,79.13419469955129,79.13419469955129
8,95.10773699705328,813.9505793603106
20,71.15096258044174,1473.481363352304
1,45.3,45.3
8,93.32702762825795,775.2584105406132
26,88.64267494675565,2275.3621591348883
5,91.05859607252128,455.32760261831913
1,19.92300811322442,19.92300811322442
16,48.72149019220931,800.2716350227528
43,96.8964631578699,4149.0027781818635
1,20.775439547221183,20.775439547221183
65,100.67684119132056,6875.392400923071
55,106.67083031667453,6085.175071822222
23,41.043790367375166,933.4404043649694
1,69.7690984574552,69.7690984574552
9,95.05164644181119,894.1481873888409
47,108.81947843614195,5123.445723217424
25,84.25018351009665,2049.248646003981
46,105.47123520289092,4873.093179096567
2,74.5738737741233,146.72724378127094
16,65.49067885366144,990.1369122729169
56,104.47911456965446,5793.779634589428
12,89.63988218730597,1095.5048081497887
11,96.88679330858032,1130.6349636473738
1,19.963133867900112,19.963133867900112
47,33.389359288825474,1098.7440972954037
31,86.17913378168727,2698.5152667572283
2,79.72199088708126,164.78009112918747
31,89.87574055203815,2839.410420905052
1,20.43151444591302,20.43151444591302
11,75.31209572821714,835.8780739445648
1,20.545292404493715,20.545292404493715
8,63.48228294187938,526.5629513984327
2,48.21534834399739,117.51478418376968
2,45.49834447094775,82.6215227172965
34,88.4557655343545,3013.110290324244
3,23.790377178231,77.50299127054228
12,93.81410074480317,1142.4989594415272
29,74.1021596131864,2088.780130930476
41,86.68190328537004,3588.2925808322284
20,88.67587643935735,1708.3683092264437
63,83.71887022332115,5259.975037046234
12,37.02324994646233,441.002454025396
67,91.41226142395284,6149.013151111476
1,19.9,19.9
6,88.56031974860772,579.9039220945006
1,84.74675459170419,84.74675459170419
5,83.90072431094954,405.6134445222457
15,102.6899700337284,1564.2409698590343
2,20.66733242859871,59.08414123720448
31,91.85888024617526,2950.048582594297
1,90.69394284302453,90.69394284302453
10,72.8957360305677,792.8690073508005
5,50.489455047982304,244.33431643750086
1,80.375663970913,80.375663970913
13,87.64064208119586,1210.6403906707299
11,97.54317813069454,1063.0259068784167
36,82.67311101164601,2919.2272694717944
1,45.76622915866446,45.76622915866446
6,22.86836428877246,139.92948896134558
1,20.379433788810704,20.379433788810704
3,74.25978887249721,229.8304222550056
9,75.58268946500675,746.7646921204642
59,95.75766154485483,5631.923350347615
1,92.08618835898471,92.08618835898471
1,84.93736760103654,84.93736760103654
2,84.43516819043123,244.2773975539081
70,114.01943291177898,7722.835943944411
1,74.90715630319625,74.90715630319625
62,101.27939272658782,6219.767531755383
33,88.83966748363665,2915.8863280589303
55,105.3172003978573,5791.725048483168
1,20.49652479682362,20.49652479682362
51,70.64428443848627,3585.1061380971805
48,103.30509525426153,5041.651535595025
13,89.37029197847404,1236.182073239537
66,79.01569680766548,5274.418873073442
28,68.92421481012579,1970.5094959894845
1,50.79393473735635,50.79393473735635
2,71.3587370991132,126.09832985949637
6,90.21684380405654,522.5593165548316
49,103.55908744895376,5060.559843422114
15,99.34074358902117,1587.1034536649918
1,60.019329491994355,60.019329491994355
22,78.9496831532592,1748.6820953027589
3,50.450468275638826,168.24245115141784
3,74.92782694271376,237.28111227857224
5,94.3265768633892,498.21944174510725
71,106.87578530483887,7712.651631538955
11,96.73368160630997,1226.7345385442763
1,50.8,50.8
23,103.07182328985085,2493.7540913545154
2,91.00975387751855,190.95156596207013
18,57.19997362137562,991.3411019322384
1,81.72467599730633,81.72467599730633
13,77.5257561975968,1106.285685948079
22,81.69691893960427,1749.3260857364658
17,97.95147894799528,1714.0420108271248
18,87.8226143213804,1614.9641249653246
63,100.6028191958222,6250.041838222729
3,74.46947810494517,276.03316436233877
6,45.632210252366235,288.86853880163466
15,87.14439601831688,1350.0088209894861
43,108.2641028494805,4830.890769088564
37,77.0084908921446,2841.0162471499725
9,23.168341060445126,215.01094657246853
9,91.26733535881714,864.9340428496424
1,75.15206573985465,75.15206573985465
1,49.731697397018856,49.731697397018856
4,84.32151419818499,369.33266451289415
56,25.008876363599537,1331.0167876373725
65,98.85398896731105,6559.6421983249675
52,97.20737788995334,5004.836176516908
66,97.60623244852934,6571.696213134849
1,45.69842926216437,45.69842926216437
1,20.798451759974945,27.512677888826722
3,19.604667339987603,59.72199596007438
40,77.76971100675655,3061.777330491427
1,69.64468281368721,69.64468281368721
48,30.910310963803965,1174.5195504903693
26,89.1301509025534,2277.560488204784
1,69.83408347412008,69.83408347412008
1,20.208496204014928,20.208496204014928
17,79.22759440881013,1426.482126144273
4,74.79132974802623,321.92931370905416
52,95.25695688101608,4995.956021097975
4,78.88163686692818,330.3197730418301
4,76.42526155136672,306.87230407413335
34,99.43537796555617,3479.2049997597956
22,79.7213738692662,1748.8629903833191
48,67.35227670210546,3047.751416824739
1,45.37602310768055,45.37602310768055
13,82.30260632521123,1113.3170845655081
1,20.766262145758247,20.766262145758247
1,45.95,45.95
34,99.9295098054335,3479.5710549073433
41,76.41944068423757,3230.3776052178255
2,68.7673345941757,153.55077032111615
59,95.0293499293334,5611.112770795143
63,106.69077910544198,6868.5305252301005
1,68.65715415359857,68.65715415359857
14,27.934331508612214,399.97731982758495
6,84.39799354472241,556.3478899249664
62,71.47656208118775,4477.136497542366
1,69.86102406125735,69.86102406125735
31,85.96857003328556,2756.9012427415632
10,77.94630029818981,793.1418853107376
13,25.764292531081043,328.34678805868793
8,19.04019409840018,182.85552243439457
4,48.44192551561474,221.0946639524311
1,19.909882283542036,19.909882283542036
15,75.13767388641396,1132.3111636924652
17,80.67809915057319,1400.6402989637882
1,55.4628447667366,55.4628447667366
13,90.61848509976323,1265.5130196524376
15,85.44471968925127,1344.422529917607
3,75.77893393160491,242.3377529924706
2,26.790789535713845,78.01308050630244
41,111.35380147133668,4535.236212412283
44,97.25983961083129,4385.242608787748
66,109.5769876505553,7407.018004979257
8,48.489401506537234,420.0347387600012
1,19.59453960797819,19.59453960797819
24,91.88391578791553,2269.199714837352
7,71.62509773404857,536.398757773121
8,69.31703558867792,616.5907358764339
22,80.63304389841291,1719.616396875929
25,96.27718812931599,2503.5129584677616
16,74.80845363813108,1215.489495065512
44,106.32796305247122,4831.855557394192
13,78.7269245646742,1111.1209122033488
52,86.54003792173955,4517.984665056972
66,94.2947104319278,6143.8609526161335
3,105.67168835653813,334.43321924762205
2,45.59030246795163,82.94773149036277
1,94.99587448476237,94.99587448476237
1,59.357918672721674,59.357918672721674
2,74.56591607155227,147.15
10,96.35405554115145,1079.477196310571
1,70.29209845883607,70.29209845883607
67,102.17810358459226,6996.446870639461
35,85.73671645011227,3049.8920349150035
5,92.7374904274127,498.68311257847955
58,104.09767793271781,6227.418425707972
29,79.05436486046207,2210.211431918609
1,68.99469561748782,68.99469561748782
4,94.44059507410437,387.2998419390134
20,83.48981976207354,1769.370230151402
4,98.02030252191479,390.0304650572969
9,79.75230977056009,721.7329674905848
7,95.52867741541067,649.0715550998136
9,74.09869376693521,732.8755689496205
5,72.65098908733451,346.4761704695652
6,82.55597894150057,527.6066083596685
7,79.87334934563522,525.185390177005
25,80.19115528557403,1898.692331525053
13,88.8040040264614,1133.555388376365
15,95.3341473464479,1426.1907859636917
55,102.31977948766895,5509.9593057491265
3,89.66524403887976,336.5512134543808
1,60.126261987876006,60.126261987876006
18,56.850951817036986,990.2117770039822
27,76.20134008742914,2065.2506428086394
8,80.41373143354838,678.594912860685
5,38.88154277209053,210.94658104744266
44,100.0207617782634,4397.448539364063
11,75.00693151931897,835.3458107895099
3,82.76965287396301,267.4780967105262
13,80.92811895322167,1128.745295175772
5,22.857962302722694,130.8433225357814
2,94.39940947348468,167.4724952450366
61,102.10969027379163,6407.787969963614
17,89.29010097404475,1501.918911364309
1,70.65117457346712,70.65117457346712
3,49.437998823048495,169.07075667193143
1,79.63321308315729,79.63321308315729
70,114.2983344889943,7998.61832090254
20,69.96346750758987,1472.3194988675248
5,71.79583368902192,348.1280406847386
18,92.80954655863563,1751.9310408391814
1,74.9094893319107,74.9094893319107
22,78.38965127358686,1743.8375732907123
1,93.36285265607921,93.36285265607921
35,65.5997248469413,2355.123580171463
25,90.66612715578526,2356.308041494867
7,81.7116812753663,609.379813153908
47,84.69904969851858,3968.8345059800886
9,88.78280790630146,808.0152147994193
3,33.70293960996872,92.88605618073147
9,77.85618797031535,715.1538098554826
3,25.22994058436896,102.51270649190292
2,44.705672350983995,75.1167245091877
1,91.18653907448946,91.18653907448946
13,104.866994615447,1365.5920467022556
1,101.68885666040192,101.68885666040192
8,65.66203706388082,542.3391014058078
14,87.94419835105104,1179.8013134807727
1,54.182434384685386,54.182434384685386
4,79.3370787150351,330.9559527302486
54,102.2280485447472,5562.23595280658
33,67.44176725041653,2257.183034863308
37,75.76664598288123,2774.35447360141
30,85.62863467043695,2567.7112782546055
1,51.68984288606621,51.68984288606621
21,109.54444357333323,2319.171268833363
9,74.97412261066955,811.6985314503379
66,99.59167561068985,6830.442475694217
2,76.41649778018369,160.53929822702582
8,85.71466337140907,713.0715091978469
62,96.13138058389661,5986.69548614432
3,24.40648101897128,77.70946931446605
26,86.24754461720474,2194.0178910968825
32,96.08941848654884,3066.7475976353144
4,85.96372470656986,400.8869386935799
57,102.76440935518538,5948.695244450296
4,82.43904492271186,371.7966542596394
5,87.9891719075012,473.9929712279638
1,19.327268999687764,19.327268999687764
7,90.10222377453876,627.4931081647825
4,76.49382148056951,334.1406179518748
4,78.55351853197763,304.1705290697654
2,19.740924059557514,36.02800933838844
8,97.58797308584825,816.3691180339614
1,23.485882854418854,23.485882854418854
1,32.385395542068196,32.385395542068196
3,100.85472603753871,331.19914750782584
21,57.669360074902215,1207.3716315147028
1,80.86607658823507,80.86607658823507
1,79.45545110809697,79.45545110809697
1,19.602903422437937,19.602903422437937
17,93.36991812754,1589.129473577236
17,49.94216383380145,881.435052632713
67,108.45955889687163,7412.721706463223
2,92.95374390736282,192.68727134585967
1,75.04854976956345,75.04854976956345
25,102.05303832325691,2661.9099676538362
1,45.783581964668116,45.783581964668116
2,19.341135849126278,29.335252203011287
5,43.25578556873368,219.00568037657487
2,77.47929561419096,187.91495316752875
26,75.2955050682383,1888.8120648394872
62,100.16622349501787,6280.544033783839
4,46.436567727220016,192.4186990910517
45,66.30853753332167,2929.9875369643914
42,75.7457389890998,3060.2380757211436
8,85.11255512896852,651.9658834033285
46,102.59202261287676,4845.822616056895
58,101.89826345143366,6046.38762088275
34,85.18683253360732,2839.266505442917
5,79.76672976493596,413.9960636156914
2,21.018811308125194,39.01398800556605
5,84.67236848664042,402.35314316189704
16,90.78751359514396,1492.517243024762
26,86.73608972392461,2367.5870149844186
7,88.78788053257558,668.64760519565
1,35.74074327875228,35.74074327875228
7,52.46701596433329,393.87292378331784
1,44.276460549758184,44.276460549758184
7,99.61509963095551,708.1241126881771
37,90.79443686298075,3372.5744253486278
2,100.92821684008707,243.05691195383358
45,97.91118256772552,4405.094256400722
16,81.97654742656647,1399.2682039558483
8,104.65794244149724,827.8057379145299
2,76.81925140888275,146.75166480193002
1,54.86655843737644,54.86655843737644
9,58.09128341076999,473.6836106258103
2,79.4992189680454,172.55933014532732
29,79.64344742005024,2365.315998692061
1,19.623001894367903,19.623001894367903
9,78.0549236310122,717.3434151174678
55,99.11488850604128,5476.816632577035
2,46.12777435155066,119.63276500851137
14,81.55027808871267,1217.6550834266138
24,80.48523938832406,1897.7339768851134
36,84.88652019551732,3065.6677955571354
40,77.7203496648596,3153.6292158081314
1,68.66203852375877,68.66203852375877
1,74.92666961076515,74.92666961076515
1,20.540836160127927,20.540836160127927
9,88.80984672953754,853.3762766746206
30,84.12707771026942,2597.234699239872
1,20.244447628937817,20.244447628937817
2,89.35040334052697,179.91169359251035
2,49.87671560658057,128.9047344711358
34,89.45234788817265,3028.530604316736
31,72.69252167808395,2132.174907002785
36,93.17936700819152,3370.4529467892253
8,97.76279108214231,829.2018255986964
13,82.09037793729935,1097.8167695118998
56,101.9167783370857,5802.729714333215
4,50.660653960547556,193.51188200373724
2,31.81446610214007,59.82007671759163
1,54.41426785146641,54.41426785146641
10,42.74716163864618,401.30341138795643
29,89.08182685104568,2698.5955785751707
1,69.55550785020114,69.55550785020114
17,98.24902003234997,1705.5683279898835
27,83.24583145073902,2278.6045670424037
2,19.994359449154995,34.45659661298569
21,38.067043828115615,787.4469921629378
2,101.23649857176014,246.44382363462185
26,98.55627115940524,2657.929823116897
29,52.59708765574565,1562.881415198069
3,54.133343418648835,198.63807372961625
25,99.05981658044675,2368.129616486389
23,75.70926584877621,1711.93552013891
1,38.12412934137163,38.12412934137163
37,99.91992952831174,3750.6024965664797
32,80.23188953841378,2483.145958581348
19,93.92368895293787,1776.704349801158
1,75.23538183148013,75.23538183148013
68,97.23509763089454,6597.3895325029325
23,98.31840878554054,2184.7190854173887
27,49.08459608825186,1123.1081208390024
1,69.87655426724426,69.87655426724426
4,70.50721085510216,317.6913831912766
7,76.31452531414934,570.0174999968035
54,103.42396279752099,5730.958361050543
21,69.75524408894566,1555.231532466805
27,96.41626894443729,2658.7054571074746
24,95.11599810529228,2121.507251143935
27,97.11617325034213,2658.4517800009676
6,95.6090757374398,573.7398534530956
3,31.53509369784073,135.4648754641514
19,72.24241542124398,1470.2438969552675
11,44.50034889862315,480.90783682853646
6,84.15985863583909,576.0442941949533
4,81.16065894937712,332.9296392213366
28,98.31811838483677,2808.990335761456
62,87.06987663779806,5287.702138565712
13,96.88151464266579,1225.6615282753219
49,23.108871053895438,1023.3000308757792
30,67.1231022502313,2012.8916857465235
35,96.30599178901497,3394.2654361663685
54,100.31258755087357,5515.897242521069
25,94.30577513677127,2358.1893480132494
62,102.56118390413803,6253.712755361884
2,51.90382378538768,111.80565532204207
2,22.337685310029855,42.608323875858616
11,96.08059506029703,1148.085859425913
67,104.7497577000204,7035.127117547732
48,91.59352981632273,4546.0725072544055
11,99.62727691808269,1124.409479394123
8,83.02703418959891,679.9363117803475
1,24.81082817565597,24.81082817565597
9,29.75104664500529,248.84028307628967
6,76.36156693029008,498.2474435953693
1,55.798010899241376,55.798010899241376
3,73.42567952415014,233.3862608213876
17,78.56531530018353,1383.3717800339186
28,102.55931739395582,2894.1261581397303
31,89.91863020598332,2839.4036861660024
31,78.30814500232201,2406.151989735205
27,45.589356859696274,1184.7397449195923
65,106.21536299475929,6980.068436790616
15,101.24443184680317,1580.3348139115824
1,70.08858546263593,70.08858546263593
3,52.296167469942404,167.09633149043898
1,19.61773873215187,19.61773873215187
2,80.66795534223542,169.58700252155458
5,37.54498340254111,222.05318021179062
3,20.032413725332074,55.83551785488861
12,95.2320518503091,1146.0509985745116
30,94.22510467215062,2818.7327834038624
3,85.6556380581285,321.6504579133505
3,102.14389222756928,324.8003713641332
9,71.13532334482466,658.9628384879483
26,99.42521506505159,2566.0439201929876
2,52.925150400205375,109.57535644203644
2,29.66635551921965,78.42812500401745
4,82.39727564304201,340.26404569807914
1,84.943240805808,84.943240805808
6,82.1903528244051,554.0262395899847
6,77.61873348859713,499.64560079572954
1,81.32880467559495,81.32880467559495
20,71.93389642205572,1472.6634235221418
34,108.22974037725155,3591.429986883091
1,78.79642895251644,78.79642895251644
3,40.50790538096035,132.86535891683093
3,75.58243846775387,208.56389186490836
1,93.95231595039667,93.95231595039667
3,79.07707929042539,260.9294976815645
1,45.67069214810935,45.67069214810935
1,50.43123003631461,50.43123003631461
11,103.87908296519565,1133.55694516994
31,94.87930019313507,3013.201468919323
2,54.53665309925397,111.0064768928965
1,93.3981597881776,93.3981597881776
5,87.6842111861617,482.33866160559273
13,87.76634928761423,1174.7646720958817
56,100.04175877114875,5687.972462166294
59,106.5615679064582,6251.758770143146
1,45.32544392845528,45.32544392845528
6,77.7559720736125,499.79823062392416
15,85.53911292654115,1348.6130881570832
20,76.85712153435213,1555.7648787158507
55,99.11087942518503,5508.8173345451005
1,93.95026207832217,93.95026207832217
37,97.40632365202077,3724.2549275376114
8,98.62793162881115,779.3538659489732
1,20.3688135097067,20.3688135097067
13,97.311835570483,1238.2125620804115
6,78.39079087179395,500.5042440536774
2,20.915693802271303,51.572579504846836
16,81.18113404354929,1318.326670885031
29,88.47314862753286,2698.0894306400587
13,91.50689779826067,1257.4695620739515
2,49.899211398332035,114.91760828969602
44,103.64758863983924,4533.811308832724
1,19.66989415073226,19.66989415073226
59,108.45433805160333,6445.332854950159
1,69.77098840134894,69.77098840134894
15,94.29998126662075,1339.5132773395676
2,30.87731925539073,59.03953196402649
32,79.86828029217502,2594.5085846992633
4,50.38384397223842,206.56943026119623
1,69.67196033768808,69.67196033768808
51,25.63728966836322,1179.685024841326
2,33.83799245932771,70.39661936259147
1,74.5839243100032,74.5839243100032
49,105.09557191405541,5128.52054133596
47,106.13848756207555,5083.9130602952255
2,89.67240791772046,185.8688299252254
36,54.745493340995345,2002.3715095222813
17,91.18356755647758,1523.0545806658172
11,82.07651038887256,948.7600321726308
2,81.36899776743674,159.59502233408517
31,85.2902198423871,2642.5800330805705
68,58.140911175832166,3941.538055586618
8,80.85595724693016,652.9451636302488
2,52.28831246735477,110.55683607972384
7,19.875564596992362,147.0926436008684
56,111.62563604897251,6424.152893984695
1,80.61669256275569,80.61669256275569
38,92.01927649379506,3474.743643691154
13,91.70992049430585,1236.634270347639
37,99.23966970071527,3772.4910350225855
9,83.21349619984672,803.3803587214538
4,71.27332018875919,333.1440363079033
3,85.75836500841005,338.87725672663
22,60.65603315144474,1420.1190386829203
36,90.81373037528965,3186.7275788200673
1,45.69558380638222,45.69558380638222
60,94.20253472142103,5628.713003547134
1,19.615192151194705,19.615192151194705
4,48.77089453084112,201.0069029540888
1,90.59971670927352,90.59971670927352
7,86.42418205691759,649.4738548796846
18,93.04946381558781,1741.0650503963232
18,89.23673268455613,1528.323165827191
1,19.682663641325295,19.682663641325295
1,53.90995887267347,53.90995887267347
46,100.12813451267468,4533.8252849556975
2,79.91050698417779,186.1867935800434
22,86.77614302050523,1900.0838896918788
3,65.41130082587912,192.6956054117993
9,80.55303604592942,748.5396933231556
4,50.98841623271224,239.44098190520896
1,79.18776180339582,79.18776180339582
1,82.10780438230299,82.10780438230299
45,92.64179659012484,4222.881633251208
52,91.20224696331802,4865.839001920477
1,74.02331720705507,74.02331720705507
41,114.45768319973313,4527.489272426147
4,45.62805889992694,197.35881185990894
1,20.2,20.2
29,100.08566130531062,2903.491442210962
1,19.9,19.9
13,87.76611468544499,1236.9634337852826
1,73.82856590049825,73.82856590049825
10,73.10651976839046,802.6434609676262
17,90.10687780590439,1636.8534387578934
5,89.24396471291719,471.97357305011167
8,86.1838214946371,762.2332582315943
24,63.73391262184907,1618.0183453698203
4,84.00089448611345,372.78789501542946
1,69.15986939757803,69.15986939757803
4,86.67585311794743,340.7040865177696
2,82.64740075522428,184.1930112316064
2,49.82014959624534,126.00101260726072
40,80.42534207118804,3326.96763820465
12,95.89922642305238,1170.1760693563688
18,35.94716494175539,676.0635379122548
43,100.79704120224874,4392.797440617944
67,113.81878558386782,7833.2612901484945
1,20.488215787625144,20.488215787625144
70,108.90047930256232,7673.933650808892
38,97.56603001470988,3594.719379633876
4,86.75861942968822,375.46687656981754
1,81.5403335753429,81.5403335753429
4,93.32187691980782,451.9553618849368
3,56.04354677468151,167.75745373163807
8,98.58520030818778,836.6355334961047
4,55.4464487506913,237.7517349241075
9,77.35323354707366,658.2825831880123
10,73.91410904410259,804.5236712834721
70,109.02634938569561,7616.881009427844
10,105.19036920243578,1049.6223075836558
36,55.44306883551699,2002.811684031004
42,100.78830455459872,4212.09574930703
4,45.40148954163026,195.2391762982327
4,94.22154614926808,378.3237638786712
47,86.13131234140477,4059.691868025118
26,89.04497980361188,2351.2508251586355
2,44.94918106839611,80.6757051846226
12,83.33817097321078,1095.890867378548
4,99.26411754729438,420.8741526142371
1,70.55869725940256,70.55869725940256
8,100.6385337081214,819.7174108144038
31,96.55135180766361,3027.67812261858
10,95.87756937068048,1051.4025422456657
14,88.7396017909069,1267.750031213478
67,113.6842909127526,7850.6725031103415
46,55.66585828067802,2546.410779025062
37,99.21084916813416,3759.4929748285076
1,79.3282325765172,79.3282325765172
1,70.64553710147045,70.64553710147045
7,45.733425352599625,338.915302091855
45,91.44279584895953,4114.87896287933
25,96.63438799987264,2505.2785463993705
4,83.11122549286014,380.72834713386266
51,20.74748752891911,1051.1381270917311
3,88.61870961168025,240.79740493840228
10,44.157380547025284,402.39266211618246
1,45.54801439797931,45.54801439797931
1,79.48503503773215,79.48503503773215
51,106.57083525066987,5560.867730952014
17,60.57277722707137,993.2321185257788
14,76.29108738922673,1098.6478686838
38,81.59943394198312,3048.0387959405043
1,25.234209709910374,25.234209709910374
6,30.227666742320967,187.90199564590446
36,88.2764131104672,3189.1351676533764
1,69.91497663468304,69.91497663468304
6,82.79547620790888,499.27175767590677
52,94.1726533011682,5024.680916561489
3,79.82503207968796,244.47237465326475
29,79.11047540355884,2349.5979467011107
29,75.34412491073894,2133.820611718794
34,87.99011909547463,2931.513979282061
63,64.91323197935368,3938.8276470775263
48,105.76612196266139,5081.16538877553
45,86.72882566331518,3948.729497760651
70,115.91765086291188,8057.9777373496545
2,69.86882470382699,145.02529881530796
1,90.85,90.85
3,105.82871964184251,333.17255257637197
4,75.20486471073198,320.9283246942432
18,49.225097371106614,879.764446789579
8,78.65485474123017,654.2189498025289
1,79.43606702646747,79.43606702646747
48,57.907151581426064,2830.5085238649453
11,100.74935949785876,1129.7507739400874
23,103.10148701177197,2472.9402985614342
10,79.72564314022243,862.8338500344146
46,85.0770240239805,3969.380743994005
2,94.3945607604276,167.47316403304447
6,87.70170157958555,582.5783065553893
2,45.88908258935153,80.37219550491703
1,69.89623034188537,69.89623034188537
12,55.48375505388896,700.3384172422085
10,94.80173903460096,953.4322803022566
40,97.26770659026263,4059.3932380398705
2,73.5163907499731,140.4696322500326
2,45.422897110514725,77.9087780373609
23,93.87533700632454,2176.702238511412
6,83.0473925972168,525.1861306096969
46,97.04839896692188,4522.549467146882
25,86.91639262941973,2281.5536883016152
29,88.70460756835327,2506.7368782383205
33,76.44221326435124,2574.6797908235053
1,50.8,50.8
1,31.71758597710451,31.71758597710451
12,84.95493838264782,1058.5874214637774
22,77.75916760382329,1770.6855052899887
11,48.2386328379242,499.80296624357527
59,97.27931576038785,5825.951917366975
2,44.41572586239199,81.06596758530243
11,44.06270409433233,483.6212346151395
1,36.09574485891864,36.09574485891864
10,38.225244955780276,402.1582270523498
28,78.45576028036245,2170.517991909244
1,45.90791752553748,45.90791752553748
4,78.19748987580455,305.3110442578439
6,19.97204548128649,137.10326970593684
18,88.66746664220369,1529.0489800311902
26,98.87746934201994,2659.5462448903363
22,60.472097458009614,1332.4823987082573
12,63.43638205108269,804.4628495710112
7,101.56051939756891,702.0633818768046
26,86.15201999425032,2367.386144442467
31,86.05915549580644,2749.8071946218247
1,20.272232824308155,20.272232824308155
9,78.34734745163877,741.13392875841
63,89.960277938257,5714.774518181387
2,90.2147529603246,240.57021200379683
1,50.50942654645338,50.50942654645338
11,66.58476009519309,686.2494238680529
1,82.18441502723226,82.18441502723226
32,83.7930503656082,2586.908127965999
19,90.15649734625974,1754.163384939805
1,75.010057400274,75.010057400274
28,80.77400019978101,2267.941765567683
4,70.86875738621299,272.8062957945205
43,100.82105858918358,4392.277063901022
53,102.93488977328445,5491.157045037878
23,105.11905939034283,2476.1959131194017
1,19.473714209365838,19.473714209365838
1,70.13683454649971,70.13683454649971
1,84.82630365338328,84.82630365338328
57,98.97145383627307,5803.10625925245
60,102.90895715333139,6217.795260463819
54,99.9586878517658,5446.052164539673
7,82.11339103625971,621.3255798251051
68,108.14199761896168,7410.206621142176
1,69.12726087860642,69.12726087860642
5,74.33975011090108,345.3330063175931
3,72.44167071640368,234.77845106049554
16,81.17090185274608,1317.9777531786417
3,35.78974330905104,137.10562839697644
11,45.443053542020785,485.154573064306
36,91.04231624088132,3216.969083082104
2,90.13375940297664,243.85570180417974
60,94.22957224629864,5626.184994971078
9,45.21465404037798,424.39407805404653
8,89.45972347061955,751.532178866462
2,85.3547858039247,177.99364242185135
10,71.3444966941426,756.1432157264888
19,61.35798062833207,1148.9850986612455
3,73.68500510520812,230.97998978958378
36,97.48059099252715,3474.9592198474006
1,74.91455721238927,74.91455721238927
1,25.13964525409117,25.13964525409117
7,84.93398462563218,620.7384358534398
4,88.52919801361598,366.9319460400372
9,44.59131716707261,403.13260157384855
5,38.744437685194626,222.90519241202958
5,80.6627980348577,376.9460543937055
32,62.45606388354487,1993.6259184865569
18,49.128289975182454,875.9196841682042
11,94.32536577680956,1090.9873203979537
1,39.87978518212747,39.87978518212747
6,98.31902730020727,560.4492169612494
1,20.056504733330655,20.056504733330655
3,79.62756428994098,261.66803656290216
5,45.81428615064531,214.75338761097615
13,77.7039716101292,1110.0862011688664
5,82.34071166188451,450.21064177990417
3,73.97386884750524,208.1184832454398
1,75.3,75.3
57,100.2913622384084,5842.438041970157
26,22.810646314308755,678.3153782144495
49,107.5706741580502,5291.635930432508
32,70.28614848314422,2215.0871249269535
9,45.502727944130115,407.7053820339474
1,49.87098985998012,49.87098985998012
13,84.55229864201635,1115.4201601137706
2,80.22999169900679,156.25903997117797
70,93.8812841927829,6579.63954792734
4,85.54199013179871,402.8725637073781
52,90.30766275871763,4867.217056265064
